Region,District,Chiefdom,Section,wp name,GEOCODE,Photo,wp type,wp_func,wp_susta,wp_suita,ownership,maintenance,WASH comm,decl_ODF,extrac_type,time_repair,chlorination
East,Kailahun,Luawa,Kailahun,Danialla water point,akb9xq6d,//akvoflow-110.s3.amazonaws.com/images/8d64dac2-5f47-47bd-a9b7-832defce876e.jpg,Protected dug well,No - Broken down,Dry always / Never water,Yes,Private Individual,Uknown,No,Yes,Hand pump,Water point has never broken down,No
East,Kono,Soa,Sukudu,Owen by the m.c.h.p,auo12qpf,//akvoflow-110.s3.amazonaws.com/images/1d6df20f-9b72-4417-8e3a-87f5dabba753.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Health Facility,Health Facility,Yes,Yes,Hand pump,Over a month,Yes
East,Kono,Nimiyama,Bambakunia,Hand Dug Well,b1ayg766,//akvoflow-110.s3.amazonaws.com/images/dfa448e7-3f16-44c5-8772-a292bcd2ac4e.jpg,Protected dug well,No - Broken down,Seasonal,Yes,Community,Community,No,No,Hand pump,Over a month,Yes
East,Kenema,Kenema City,Nyandeyama,Amadu Bah - Standpost,a1krlrlp,//akvoflow-110.s3.amazonaws.com/images/06de32fb-65b6-460e-977a-684d48e4680c.jpg,Public tap/standpipe (stand-alone or water kiosk,No - Broken down,Seasonal,Yes,Community,Privat owner,No,Don't know,Gravity,More than a year,
East,Kailahun,Kissi Tongi,Kpomgbodu,kpomgbodu well,alcadsgz,//akvoflow-110.s3.amazonaws.com/images/091e6147-2f2d-4755-bafd-72fc5ce86102.jpg,Surface water (lake/river/stream),Yes – Functional (and in use),Always water,Yes,Community,No management,No,Don't know,,,
East,Kailahun,Penguia,Grima,Grima Well. 2,apzo6124,//akvoflow-110.s3.amazonaws.com/images/f4fb7336-978b-49a8-9d3b-47b5abf4e384.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Community,Other community group,No,No,Hand pump,Over a week,Yes
East,Kono,Gorama Kono,Kangama Gorama,Public Stand post,aoqyvf7c,//akvoflow-110.s3.amazonaws.com/images/a345809e-c1b3-4790-ba75-88aef7fbdee5.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (but not in use),Always water,Yes,GUMA,Other community group,No,No,Gravity,Over a week,
East,Kenema,Kenema City,Nyandeyama,Fofanah pump,a1l5w64d,//akvoflow-110.s3.amazonaws.com/images/fc607c89-ab6e-4542-8ccf-a127ba0255a4.jpg,Piped water into dwelling/plot/yard,Yes - But damaged,Seasonal,Yes,Private Individual,Privat owner,No,Don't know,,Over a week,
East,Kenema,Kenema City,Nyandeyama,Gravity,a1mr1s74,//akvoflow-110.s3.amazonaws.com/images/67ac2166-36ea-4e05-98b6-7f7d55c3a687.jpg,Piped water into dwelling/plot/yard,Yes – Functional (and in use),Seasonal,Yes,Private Individual,Privat owner,Unknown,Yes,,Over a month,
East,Kailahun,Yawei,Gbagema Yawei,Gbuja,ajqung3x,//akvoflow-110.s3.amazonaws.com/images/24f0fb67-aead-4dbe-a5da-312d1db8f758.jpg,Dam/pan (runoff harvesting),Yes – Functional (and in use),Always water,Yes,Community,Other community group,No,No,,Water point has never broken down,
East,Kono,Tankoro,Resattument Koidu,Resattument water well,b04jwq9v,//akvoflow-110.s3.amazonaws.com/images/5058c0c1-eab9-44b9-8fe3-aef8d3400398.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,No,Yes,Hand pump,Water point has never broken down,No
East,Kono,Lei,Kombayendeh,Tap,b7m7hexd,//akvoflow-110.s3.amazonaws.com/images/7664f374-269f-44ff-a9da-93299633e27b.jpg,Public tap/standpipe (stand-alone or water kiosk,No - Broken down,Dry always / Never water,No,Community,WASH management committee,Yes,No,Gravity,More than a year,
East,Kailahun,Mandu,Mobai,Mobai water point,a77lv6q7,//akvoflow-110.s3.amazonaws.com/images/e6613769-57d3-405e-a7be-bdf63f152998.jpg,Piped water into dwelling/plot/yard,No - Broken down,Seasonal,Yes,Community,Other community group,Yes,Don't know,,More than a year,
East,Kailahun,Jawie,Wulloh,School well,a1osvgt5,//akvoflow-110.s3.amazonaws.com/images/e9f293c4-1f63-4e71-b93e-2753fadc0253.jpg,Protected dug well,No - Still under construction,Seasonal,Yes,School,School,No,No,Hand pump,I don't know,No
East,Kono,Mafindor,Yardu Village,RC School  Yardu,b4o5xyi4,//akvoflow-110.s3.amazonaws.com/images/ef7d984c-7f13-4126-882c-f043946d7bca.jpg,Protected dug well,Yes – Functional (but not in use),Seasonal,No,School,School,No,No,Hand pump,Water point has never broken down,Yes
East,Kono,Fiama,njagbwema fiama,public stand pipe,b09w7pol,//akvoflow-110.s3.amazonaws.com/images/466d9650-36ce-46f5-b8c9-a1fe9a3a512b.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (and in use),Always water,Yes,Community,NGO,No,Yes,Gravity,Less than a week,
East,Kono,Fiama,njagbwema fiama,hand dug well,b0e6ezd2,//akvoflow-110.s3.amazonaws.com/images/bfe27703-abe3-4687-a50c-1c3b7cbf4309.jpg,Protected dug well,No - Broken down,Always water,Yes,Community,Other community group,No,Yes,Hand pump,Over a month,Yes
East,Kono,Nimikoro,wandeh,bore hole,azfpnoir,//akvoflow-110.s3.amazonaws.com/images/d560bbee-0426-4650-af2e-d1a6c567bc92.jpg,Tube well or borehole,No - Still under construction,Dry always / Never water,Uknown,Community,SALWACO,Yes,Yes,Hand pump,Water point has never broken down,No
East,Kono,Nimikoro,jiama,public stand pipe,awm8fwtw,//akvoflow-110.s3.amazonaws.com/images/c9b50cf2-7049-4359-acff-8c1235a97fa8.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (and in use),Seasonal,Yes,Community,WASH management committee,Yes,Yes,Gravity,More than a year,
East,Kono,Nimikoro,jaiama nimikoro,public Stand post,awrfe0se,//akvoflow-110.s3.amazonaws.com/images/6f8ed985-85a6-42d8-b326-57f4bbadd0fe.jpg,Public tap/standpipe (stand-alone or water kiosk,No - Broken down,Always water,Yes,Community,community people,No,No,Gravity,Over a month,
East,Kono,Nimikoro,Yengema,public Stand post,b03rxdl6,//akvoflow-110.s3.amazonaws.com/images/310cc3bd-2c15-4e0c-9c02-cb66bbb76d25.jpg,Public tap/standpipe (stand-alone or water kiosk,No - Broken down,Dry always / Never water,Yes,Community,community people,No,No,Gravity,More than a year,
East,Kailahun,Kissi Tongi,Buedu,Islamic Secondaryschool Water Point,akdn2o7q,//akvoflow-110.s3.amazonaws.com/images/88409233-a32f-48e7-b337-5263627ec965.jpg,Unprotected dug well,No - Broken down,Seasonal,Yes,Community,Other community group,No,No,Hand pump,Over a month,No
East,Kailahun,Mandu,Taway,Taway water point,a83n3tew,//akvoflow-110.s3.amazonaws.com/images/7c6cf5de-b17f-4112-b442-abe4d935ccaf.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Private Individual,Privat owner,Unknown,Don't know,Hand pump,Water point has never broken down,Yes
East,Kono,Fiama,Bombodu,Hand Dug Well,b04umih1,//akvoflow-110.s3.amazonaws.com/images/a071ff1c-008e-4749-b357-e685086acf27.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Community,Community,No,No,Hand pump,I don't know,Yes
East,Kailahun,Kissi Tongi,Buedu,Launla Street Water Point,akbe3puk,//akvoflow-110.s3.amazonaws.com/images/9996cab8-9a61-4926-92aa-226dc95d68d0.jpg,Protected dug well,No - Broken down,Seasonal,Yes,Community,Other community group,No,No,Hand pump,More than a year,No
East,Kailahun,Malema,jojoima,jojoima,a1yzmgog,//akvoflow-110.s3.amazonaws.com/images/3a7bbe74-c5b5-4b32-b891-3e8050522717.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (and in use),Seasonal,Yes,Community,Other community group,Yes,No,Gravity,Water point has never broken down,
East,Kono,Nimikoro,Ngaya,Hand dug well,azjhzxvp,//akvoflow-110.s3.amazonaws.com/images/de5729f4-f27a-4866-aeba-09762d8916aa.jpg,Tube well or borehole,No - Broken down,Dry always / Never water,Yes,Community,No management,No,No,Hand pump,Over a month,No
East,Kono,Nimikoro,Ngaya,Hand dug well,azh5gdyy,//akvoflow-110.s3.amazonaws.com/images/e424a493-a84c-460d-a933-ecce478cfda8.jpg,Tube well or borehole,Yes – Functional (and in use),Seasonal,Yes,School,School,No,Don't know,Hand pump,Over a week,Yes
East,Kono,Koidu City,Gbense Sinnah town,hand  dug well,b1otyu05,//akvoflow-110.s3.amazonaws.com/images/d92dce82-212b-4226-b443-862ab210bd3d.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Community,Other community group,No,No,Hand pump,Over a week,Yes
East,Kailahun,Kissi Kama,Dambo,Dombie Spring,ar4suzi5,//akvoflow-110.s3.amazonaws.com/images/da18bcb3-4aa2-498c-a26b-60ddd2daf544.jpg,Protected spring,Yes – Functional (and in use),Always water,Yes,Community,WASH management committee,Yes,No,,More than a year,
East,Kono,Nimikoro,Ngaya,Hand dug well,azt0c6pi,//akvoflow-110.s3.amazonaws.com/images/00f489e2-4bb2-47fc-b4c8-2fdc8637a123.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,No,Don't know,"Hand manual (e.g. rope pump, rope & bucket)",Water point has never broken down,Yes
East,Kailahun,Penguia,Salema Ester,Yiekima W,amwukc8w,//akvoflow-110.s3.amazonaws.com/images/1d6f54f3-b33c-4ce6-90ae-7d30b5301404.jpg,Surface water (lake/river/stream),Yes – Functional (and in use),Always water,Yes,Community,No management,No,No,,,
East,Kono,Nimiyama,Masingbi  Road,Chief  compound,awe5az83,//akvoflow-110.s3.amazonaws.com/images/b2023b87-9595-4b48-b169-ba3577d753c1.jpg,Piped water into dwelling/plot/yard,Yes – Functional (and in use),Seasonal,Yes,Private Individual,Privat owner,Yes,Yes,,Over a week,
East,Kenema,Kenema City,nyandeyama,kamara compound water well,a1fxr6yz,//akvoflow-110.s3.amazonaws.com/images/e15f6fbd-b1f6-4975-8673-89a4745fe906.jpg,Unprotected dug well,Yes – Functional (and in use),Seasonal,Yes,Private Individual,Privat owner,No,Yes,"Hand manual (e.g. rope pump, rope & bucket)",Over a month,Yes
East,Kono,Nimikoro,Njala,public Stand post,axrnuqxi,//akvoflow-110.s3.amazonaws.com/images/ee9cc9a0-83eb-4a52-9c5f-b1ff750e345c.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (and in use),Always water,Yes,Community,Other community group,No,No,Gravity,Water point has never broken down,
East,Kailahun,Kpeje West,Bunubu two-dimensional,Piniyama Water Well,af7xmbyx,//akvoflow-110.s3.amazonaws.com/images/b2a74dc4-8e9b-4805-a265-f7014966c9b3.jpg,Unprotected dug well,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",I don't know,No
East,Kono,Sandor,police station,police  station.,bc3wgjvn,//akvoflow-110.s3.amazonaws.com/images/ee0e570c-9145-49d2-a4c0-4bd2927dae2b.jpg,Piped water into dwelling/plot/yard,Yes – Functional (and in use),Seasonal,Yes,Community,WASH management committee,Yes,No,,Less than a week,
East,Kenema,Malegohun,Gbogboma,Maleh Stream Water,abllh67c,//akvoflow-110.s3.amazonaws.com/images/ae671ae3-3f6f-4e8e-a19d-88ba64668df1.jpg,Surface water (lake/river/stream),Yes – Functional (and in use),Always water,Yes,Community,Uknown,No,No,,,
East,Kenema,Kenema City,Lekpetieh,John E Konneh,a2pll03g,//akvoflow-110.s3.amazonaws.com/images/11d8f03d-9934-4bb3-a9d4-4c1c24142aca.jpg,Piped water into dwelling/plot/yard,Yes – Functional (and in use),Always water,Yes,Private Individual,SALWACO,Yes,No,,Water point has never broken down,
East,Kono,Koidu City,Koidu,Hand dug well,b0qtvme9,//akvoflow-110.s3.amazonaws.com/images/a78354c8-6a28-4fa3-8c66-c53568e79933.jpg,Protected dug well,No - Broken down,Seasonal,Yes,Community,No management,Unknown,Don't know,Hand pump,Over a month,Unkown
East,Kono,Koidu City,Koidu,Hand dug well,b0repsk4,//akvoflow-110.s3.amazonaws.com/images/0955a832-e696-43bc-ae5f-499f26f7c982.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Community,No management,Unknown,Don't know,Hand pump,Over a month,Yes
East,Kailahun,Penguia,woroma,Malukie Water Well,ajdva5ab,//akvoflow-110.s3.amazonaws.com/images/3a211aa8-0740-4612-9468-6c5a5e4d5102.jpg,Surface water (lake/river/stream),Yes – Functional (and in use),Always water,Yes,Community,Other community group,No,No,,,
East,Kono,Gbane,Wugbadu Village,Community  Tank,avtmfyip,//akvoflow-110.s3.amazonaws.com/images/4f127cf4-3740-4388-bd73-8dc99bbd4217.jpg,Sand/Sub-surface dam (with well or standpipe),No - Broken down,Always water,Yes,Community,Other community group,No,No,Gravity,More than a year,Yes
East,Kono,Gbane,Mbaoma Village,Community  Stand Tap,ar1iz8yf,//akvoflow-110.s3.amazonaws.com/images/d8b3c65f-70ed-40a7-a787-fd19a2e88e22.jpg,Sand/Sub-surface dam (with well or standpipe),Yes – Functional (and in use),Always water,Yes,Community,Other community group,No,Yes,Gravity,Water point has never broken down,Yes
East,Kailahun,Dea,Baiwalla,baiwalla,a77cxnup,//akvoflow-110.s3.amazonaws.com/images/d722edb5-f3e8-4551-b890-aadda4ccd24d.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Community,Other community group,Yes,No,Hand pump,Over a month,No
East,Kono,Gbense,Bona Street,Turay Compund,b1du1kqv,//akvoflow-110.s3.amazonaws.com/images/c8fea534-652e-441f-a6e7-2805f0b3b520.jpg,Protected dug well,Yes – Functional (and in use),Always water,No,Private Individual,Privat owner,Yes,Yes,"Hand manual (e.g. rope pump, rope & bucket)",I don't know,Yes
East,Kono,Gorama Kono,Kangama,Public Stand post,aop8cwot,//akvoflow-110.s3.amazonaws.com/images/f877b254-6d03-4214-848f-e4f711d22f38.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (but not in use),Always water,Yes,Community,Other community group,No,Yes,Gravity,Over a week,
East,Kailahun,Kissi Tongi,Makpadu,Makpadu Water Point,aibgtjnf,//akvoflow-110.s3.amazonaws.com/images/4234516b-8198-4040-8c60-9d130ea35216.jpg,Unprotected dug well,Yes – Functional (and in use),Always water,Yes,Community,Other community group,No,No,Gravity,I don't know,No
East,Kono,Gorama Kono,Kangama,Public Stand post,aonuchvj,//akvoflow-110.s3.amazonaws.com/images/4e2ead74-617c-4814-9822-3e375a215b7f.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (but not in use),Always water,Yes,Community,Other community group,No,No,Gravity,Less than a week,
East,Kenema,Dodo,Dodo,Dodo Community Tap,aenlwnz3,//akvoflow-110.s3.amazonaws.com/images/31d7dd5d-cd48-4c7c-98bd-1ae8376dc61b.jpg,Gravity,Yes – Functional (and in use),Dry always / Never water,Yes,Community,WASH management committee,Yes,Yes,,,
East,Kailahun,Kissi Tongi,Bayama Komende,Bayama Komende waterpoint,agqqoqpx,//akvoflow-110.s3.amazonaws.com/images/b58b21d1-4645-445c-a9c5-2c67a68f144a.jpg,Rainwater (harvesting),Yes – Functional (and in use),Seasonal,Yes,Community,Other community group,Yes,No,,Over a month,
East,Kono,Nimikoro,Yengema,Hand dug well,b038vi8g,//akvoflow-110.s3.amazonaws.com/images/cd641716-9a95-4a89-a35c-4e801a9d5a08.jpg,Tube well or borehole,Yes – Functional (and in use),Always water,Yes,Other Institution,Other Institution,No,No,Hand pump,Water point has never broken down,Yes
East,Kono,Tankoro,Koquima Community Health Centre,HelthCentre Pump,b03zo01j,//akvoflow-110.s3.amazonaws.com/images/d659dcc3-e7cd-4d2d-9dbd-be3840ddbe87.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Health Facility,Health Facility,Yes,Yes,Hand pump,Water point has never broken down,Yes
East,Kailahun,Mandu,Ngeihun,community well,aa1624u5,//akvoflow-110.s3.amazonaws.com/images/fe88190b-5aac-4fe2-942b-b7a1dccb4213.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Community,WASH management committee,Yes,No,Hand pump,Over a week,No
East,Kono,Tankoro,Resleatument,Community Well,b0746x1n,//akvoflow-110.s3.amazonaws.com/images/067c4f1b-4800-465f-bc06-22b787bcfc1f.jpg,Protected dug well,Yes – Functional (and in use),Dry always / Never water,Yes,Community,WASH management committee,Yes,Yes,Hand pump,Over a month,No
East,Kailahun,Dea,Dodo,communty pump,a5yvdmqq,//akvoflow-110.s3.amazonaws.com/images/0828aea7-2229-4e27-a9bb-f23b4433b553.jpg,Protected dug well,No - Broken down,Seasonal,Yes,Community,Other community group,No,No,Hand pump,More than a year,No
East,Kailahun,Kissi Teng,Fodedu,Fodedu,ashzi4by,//akvoflow-110.s3.amazonaws.com/images/a0fd7e2c-756d-43cd-ae1c-8aec02ba299b.jpg,Protected dug well,No - Still under construction,Dry always / Never water,Yes,Community,Uknown,Unknown,No,Hand pump,Water point has never broken down,No
East,Kono,Nimikoro,Jaiama,Stand Post,awqj8m4e,//akvoflow-110.s3.amazonaws.com/images/508b53c2-8414-4171-a92b-9c7b2ff91888.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (and in use),Always water,Yes,Community,Community,No,No,Gravity,Over a month,
East,Kono,Fiama,Tuiyor,hand dug well,b0vxujdv,//akvoflow-110.s3.amazonaws.com/images/bd33e812-7d88-4872-838d-a316f1d573bb.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Community,Other community group,No,Yes,Hand pump,Less than a week,Yes
East,Kono,Nimikoro,Jaiama Nimikoro,Public Stand Post,awnmgbne,//akvoflow-110.s3.amazonaws.com/images/ee016608-cdfa-4639-ba46-176f1947e15c.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (and in use),Seasonal,Yes,Community,Other community group,No,Don't know,Gravity,Over a week,
East,Kono,Nimikoro,Jaiama Nimikoro,Public Stand Post,awpjilti,//akvoflow-110.s3.amazonaws.com/images/27b275ee-8292-4fbc-8ab4-39c77da489cc.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (and in use),Always water,Yes,Community,Other community group,No,Don't know,Gravity,Over a month,
East,Kono,Gbane Kandor,Fanda Viĺlage,Strime,b0yl3u4m,//akvoflow-110.s3.amazonaws.com/images/f43b83c2-1476-4310-beca-440b0bbe25f7.jpg,Surface water (lake/river/stream),No - Under rehabilitation,Seasonal,Yes,Community,No management,No,No,,,
East,Kono,Tankoro,Majamadu Community,School Pump,b048028f,//akvoflow-110.s3.amazonaws.com/images/6d311279-0b8d-4d85-9d76-fe0d729ae45f.jpg,Protected dug well,No - Broken down,Seasonal,Yes,School,School,Yes,Yes,Hand pump,Over a week,Yes
East,Kenema,Malegohun,Sembehun,Romantic Catholic  primary  school  hand  dug well,ag4zruuf,//akvoflow-110.s3.amazonaws.com/images/7feaca4f-952b-4c50-ad8f-f8dc731d2deb.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,School,WASH management committee,Yes,No,Hand pump,More than a year,Yes
East,Kenema,Kandu Leppiama,Mendama,Mendama,a5q3u0tg,//akvoflow-110.s3.amazonaws.com/images/a02db3e3-d73d-4137-bf39-e8c1e9157f72.jpg,Protected dug well,Yes – Functional (and in use),Dry always / Never water,Yes,Community,WASH management committee,Yes,Yes,Hand pump,Less than a week,No
East,Kenema,Kenema City,nyandeyama,Bull compound water well,a1hbrlse,//akvoflow-110.s3.amazonaws.com/images/5292927c-7cca-40be-9845-5a6c7de4048d.jpg,Unprotected dug well,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,No,Yes,"Hand manual (e.g. rope pump, rope & bucket)",Water point has never broken down,Yes
East,Kono,Kamara,Taiedu,Taiedu Community water point,b2ttazd3,//akvoflow-110.s3.amazonaws.com/images/473dd910-0c2c-42f4-958f-cb76882fa0c4.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,No,Community,WASH management committee,Yes,No,Hand pump,Over a month,No
East,Kono,Nimiyama,Masingbi Road,Masingbi Road,awg45k86,//akvoflow-110.s3.amazonaws.com/images/e8a1101c-ff29-4e33-972d-00876333241c.jpg,Piped water into dwelling/plot/yard,Yes – Functional (and in use),Seasonal,Yes,Private Individual,Privat owner,Yes,Yes,,Less than a week,
East,Kailahun,Kissi Teng,Fowahngopi Bengu,Fowahngopi  Bengu  Pump,amzffvz7,//akvoflow-110.s3.amazonaws.com/images/19e343de-cddd-465b-9e8c-444d188c8aa1.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Community,Local council,Yes,No,Hand pump,Over a month,Yes
East,Kailahun,Upper Bambara,Pendembu,Pendembu,ac4g79vj,//akvoflow-110.s3.amazonaws.com/images/712d0b15-47e8-458c-963a-93b6332fda73.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,Yes,No,Hand pump,More than a year,Yes
